split,group_id,class_name,source_group_image,original_path,split_dataset_path
train,group_5083,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5083\ok__mirrh_cell0181.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0181.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0181.png
train,group_1438,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1438\Bgrade__mirrh_cell0699.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrh_cell0699.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrh_cell0699.png
train,group_9044,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9044\ok__rot3_cell2504.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell2504.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell2504.png
train,group_3338,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3338\Bgrade__rot_cell1621.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell1621.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell1621.png
train,group_0057,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0057\ok__cell0330.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0330.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0330.png
train,group_7560,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7560\ok__mirrv_cell2234.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2234.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2234.png
train,group_7704,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7704\ok__mirrv_cell2463.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2463.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2463.png
train,group_2302,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2302\Bgrade__rot2_cell0605.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0605.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0605.png
train,group_1845,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1845\Bgrade__mirrv_cell0564.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0564.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0564.png
train,group_2376,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2376\Bgrade__rot2_cell0862.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0862.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0862.png
train,group_8168,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8168\ok__rot3_cell1077.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1077.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1077.png
train,group_7251,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7251\ok__mirrv_cell1728.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1728.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1728.png
train,group_1744,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1744\Bgrade__mirrv_cell0381.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0381.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0381.png
train,group_7543,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7543\ok__mirrv_cell2213.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2213.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2213.png
train,group_9320,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9320\ok__rot_cell0591.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0591.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0591.png
train,group_7226,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7226\ok__mirrv_cell1692.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1692.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1692.png
train,group_9001,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9001\ok__rot3_cell2428.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell2428.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell2428.png
train,group_0741,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0741\Bgrade__cell0392.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell0392.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell0392.png
train,group_5617,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5617\ok__mirrh_cell1343.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1343.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1343.png
train,group_7412,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7412\ok__mirrv_cell1986.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1986.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1986.png
train,group_0525,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0525\Bgrade__027.jpg,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\027.jpg,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__027.jpg
train,group_5757,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5757\ok__mirrh_cell1543.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1543.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1543.png
train,group_5584,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5584\ok__mirrh_cell1290.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1290.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1290.png
train,group_4743,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4743\ok__cell2331.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2331.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2331.png
train,group_5842,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5842\ok__mirrh_cell1720.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1720.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1720.png
train,group_3781,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3781\ok__cell0845.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0845.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0845.png
train,group_0436,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0436\ok__mirrv_cell1609.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1609.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1609.png
train,group_2292,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2292\Bgrade__rot2_cell0535.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0535.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0535.png
train,group_0309,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0309\Bgrade__img222_box0_cls1_conf0.94.jpg,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\img222_box0_cls1_conf0.94.jpg,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__img222_box0_cls1_conf0.94.jpg
train,group_6063,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6063\ok__mirrh_cell2111.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell2111.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell2111.png
train,group_4892,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4892\ok__cell2537.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2537.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2537.png
train,group_0402,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0402\ok__mirrh_cell1709.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1709.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1709.png
train,group_4529,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4529\ok__cell2009.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2009.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2009.png
train,group_0882,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0882\Bgrade__cell0748.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell0748.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell0748.png
train,group_7463,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7463\ok__mirrv_cell2097.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2097.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2097.png
train,group_6221,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6221\ok__mirrh_cell2364.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell2364.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell2364.png
train,group_2520,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2520\Bgrade__rot3_cell0013.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0013.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0013.png
train,group_8281,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8281\ok__rot3_cell1233.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1233.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1233.png
train,group_5119,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5119\ok__mirrh_cell0300.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0300.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0300.png
train,group_0289,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0289\ok__cell2330.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2330.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2330.png
train,group_5157,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5157\ok__mirrh_cell0532.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0532.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0532.png
train,group_7413,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7413\ok__mirrv_cell1987.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1987.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1987.png
train,group_5191,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5191\ok__mirrh_cell0590.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0590.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0590.png
train,group_0477,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0477\ok__rot3_cell1561.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1561.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1561.png
train,group_6139,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6139\ok__mirrh_cell2226.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell2226.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell2226.png
train,group_8592,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8592\ok__rot3_cell1776.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1776.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1776.png
train,group_2884,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2884\Bgrade__rot3_cell1591.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell1591.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell1591.png
train,group_7106,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7106\ok__mirrv_cell1457.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1457.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1457.png
train,group_8414,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8414\ok__rot3_cell1435.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1435.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1435.png
train,group_0738,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0738\Bgrade__cell0389.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell0389.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell0389.png
train,group_6742,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6742\ok__mirrv_cell0923.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell0923.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell0923.png
train,group_5723,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5723\ok__mirrh_cell1492.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1492.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1492.png
train,group_5983,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5983\ok__mirrh_cell1950.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1950.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1950.png
train,group_5825,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5825\ok__mirrh_cell1698.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1698.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1698.png
train,group_7846,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7846\ok__rot2_cell0103.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0103.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0103.png
train,group_8608,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8608\ok__rot3_cell1798.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1798.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1798.png
train,group_7858,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7858\ok__rot2_cell0125.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0125.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0125.png
train,group_2827,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2827\Bgrade__rot3_cell0859.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0859.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0859.png
train,group_1840,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1840\Bgrade__mirrv_cell0534.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0534.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0534.png
train,group_1996,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1996\Bgrade__mirrv_cell1632.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell1632.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell1632.png
train,group_3376,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3376\Bgrade__rot_cell1906.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell1906.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell1906.png
train,group_5993,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5993\ok__mirrh_cell1963.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1963.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1963.png
train,group_2702,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2702\Bgrade__rot3_cell0472.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0472.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0472.png
train,group_0801,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0801\Bgrade__cell0486.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell0486.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell0486.png
train,group_4716,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4716\ok__cell2262.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2262.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2262.png
train,group_7574,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7574\ok__mirrv_cell2252.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2252.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2252.png
train,group_1406,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1406\Bgrade__mirrh_cell0608.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrh_cell0608.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrh_cell0608.png
train,group_4748,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4748\ok__cell2343.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2343.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2343.png
train,group_0070,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0070\ok__mirrh_cell1076.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1076.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1076.png
train,group_8686,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8686\ok__rot3_cell1915.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1915.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1915.png
train,group_3626,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3626\ok__cell0569.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0569.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0569.png
train,group_1587,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1587\Bgrade__mirrh_cell2054.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrh_cell2054.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrh_cell2054.png
train,group_3379,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3379\Bgrade__rot_cell1989.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell1989.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell1989.png
train,group_4880,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4880\ok__cell2520.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2520.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2520.png
train,group_1075,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1075\Bgrade__cell2054.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell2054.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell2054.png
train,group_7607,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7607\ok__mirrv_cell2309.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2309.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2309.png
train,group_3249,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3249\Bgrade__rot_cell0744.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell0744.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell0744.png
train,group_2778,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2778\Bgrade__rot3_cell0673.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0673.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0673.png
train,group_8579,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8579\ok__rot3_cell1733.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1733.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1733.png
train,group_5354,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5354\ok__mirrh_cell0940.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0940.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0940.png
train,group_3621,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3621\ok__cell0563.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0563.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0563.png
train,group_3482,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3482\ok__cell0132.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0132.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0132.png
train,group_2881,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2881\Bgrade__rot3_cell1475.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell1475.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell1475.png
train,group_2729,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2729\Bgrade__rot3_cell0512.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0512.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0512.png
train,group_7727,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7727\ok__mirrv_cell2497.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2497.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2497.png
train,group_2459,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2459\Bgrade__rot2_cell1666.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell1666.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell1666.png
train,group_9126,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9126\ok__rot_cell0041.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0041.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0041.png
train,group_4114,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4114\ok__cell1367.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell1367.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell1367.png
train,group_0478,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0478\ok__rot3_cell1570.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1570.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1570.png
train,group_1330,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1330\Bgrade__mirrh_cell0437.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrh_cell0437.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrh_cell0437.png
